Longitude,Latitude,Target,Aspect,Curvature,Rainfall_Pentad,River_dist_mts,Geology_Age,Geomorphology,Slope,Roads_dist_mts,Soil_type
78.5845,30.4346,0,7,1,269.1182861,40,4,3,3,0,2
78.7097,30.4068,0,9,1,340.8542175,8,4,3,3,0,6
78.5601,30.4726,0,5,3,302.4923096,65,4,3,3,11,2
78.6187,30.5325,0,6,1,337.272583,24,4,3,3,8,2
78.6631,30.409,0,7,2,322.4816589,8,4,3,3,8,2
78.7307,30.5984,0,7,1,356.5269775,8,1,3,3,24,7
78.7035,30.4619,0,3,3,355.9168701,0,1,7,3,0,2
78.5505,30.5376,0,3,3,327.2583618,54,4,3,3,24,7
78.5842,30.5802,0,5,1,358.6043396,52,4,3,4,26,7
78.6144,30.533,0,7,3,337.272583,29,4,3,4,11,2
78.7018,30.5113,0,4,1,341.5353394,18,1,3,4,11,7
78.5216,30.5329,0,9,3,324.0882263,24,4,3,4,0,7
78.5748,30.58,0,5,3,358.6043396,47,4,3,4,29,7
78.7165,30.6211,0,5,2,378.3468018,11,1,3,4,29,7
78.5684,30.6186,0,4,2,396.0745239,11,4,3,4,11,2
78.5876,30.4088,0,5,3,269.1182861,16,4,3,4,0,2
78.6672,30.4176,0,4,1,322.4816589,0,4,3,4,0,6
78.7353,30.6059,0,8,3,378.3468018,8,1,3,4,33,7
78.7462,30.6188,0,7,1,378.3468018,8,1,3,4,47,7
78.7376,30.5978,0,7,1,356.5269775,11,1,3,4,32,7
78.6668,30.5967,0,5,3,351.3224182,16,1,3,4,0,2
78.6045,30.4725,0,2,2,316.9804382,16,4,3,4,0,2
78.5043,30.54,0,7,3,324.0882263,8,4,3,4,0,7
78.6154,30.5552,0,9,1,351.5889282,26,4,3,4,18,2
78.7171,30.6213,0,6,3,378.3468018,11,1,3,4,29,7
78.6383,30.4529,0,9,3,316.9804382,8,4,3,5,0,6
78.821817,30.592583,1,3,2,425.473877,0,1,3,2,36,7
79.004262,30.634627,1,10,3,290.8265991,8,1,3,3,0,7
78.823939,30.582864,1,7,3,425.473877,0,1,1,3,29,7
78.807889,30.558306,1,5,1,425.473877,0,1,7,3,0,7
78.81775,30.571167,1,5,1,425.473877,8,1,3,3,18,7
78.808222,30.559056,1,4,1,425.473877,0,1,7,4,0,7
78.876261,30.408827,1,7,3,342.7697144,0,1,3,3,0,2
78.8605,30.555,1,9,3,406.9937134,36,1,3,1,48,2
78.808333,30.544444,1,7,2,401.9087219,0,1,3,2,0,7
78.853806,30.549917,1,8,3,396.1761169,40,1,3,2,48,2
78.8205,30.584444,1,5,3,425.473877,0,1,3,4,29,7
78.807513,30.423125,1,1,2,352.6805115,32,1,7,1,0,2
78.804694,30.554444,1,5,1,425.473877,0,1,7,3,0,7
78.822919,30.575492,1,8,1,425.473877,0,1,3,3,23,7
78.826944,30.532917,1,7,3,401.9087219,18,1,3,1,16,7
78.795611,30.542111,1,5,3,402.3225098,8,1,7,3,8,2
78.807319,30.54485,1,8,3,401.9087219,0,1,3,2,0,7
79.012837,30.640182,1,5,1,290.8265991,0,1,3,4,0,7
78.793833,30.541806,1,5,3,402.3225098,8,1,7,3,8,2
78.791278,30.539528,1,6,3,402.3225098,8,1,7,2,8,2
78.9951,30.629972,1,5,1,310.4429016,0,1,3,3,0,7
78.824061,30.580697,1,8,1,425.473877,0,1,3,3,29,7
78.844958,30.616756,1,5,1,398.1494751,0,1,3,2,69,7
78.821111,30.580028,1,4,2,425.473877,0,1,3,3,29,7
78.807972,30.546792,1,8,3,401.9087219,0,1,3,1,0,7
78.811444,30.567556,1,3,1,425.473877,8,1,7,2,8,7
78.848833,30.545778,1,9,1,401.9087219,34,1,3,3,40,2
78.785333,30.526167,1,6,2,402.3225098,0,1,1,2,0,2
78.836167,30.600028,1,5,3,398.1494751,8,1,3,3,47,7
78.802222,30.547806,1,5,1,401.9087219,8,1,7,2,0,2
78.778,30.538944,1,5,1,402.3225098,16,1,7,1,8,2
78.996639,30.626583,1,6,1,310.4429016,0,1,3,3,0,7
78.799639,30.543917,1,5,1,402.3225098,0,1,7,4,0,7
78.79475,30.541778,1,6,3,402.3225098,8,1,7,3,8,2
78.783639,30.539417,1,5,1,402.3225098,11,1,7,2,8,2
78.821222,30.579611,1,4,3,425.473877,0,1,3,3,29,7
78.892872,30.438417,1,4,1,342.7697144,23,1,3,2,0,7
78.994628,30.629131,1,4,1,310.4429016,0,1,3,3,0,7
78.853639,30.548639,1,8,2,396.1761169,40,1,3,1,48,2
79.015833,30.624167,1,8,1,290.8265991,8,1,3,3,8,7
78.80765,30.555642,1,1,1,425.473877,0,1,1,2,0,7
78.818111,30.571861,1,4,1,425.473877,8,1,1,3,18,7
79.021998,30.601169,1,4,3,290.8265991,0,1,3,3,0,7
78.821639,30.575833,1,5,1,425.473877,0,1,3,3,23,7
78.797694,30.538944,1,5,2,402.3225098,0,1,7,2,0,7
78.798611,30.530556,1,9,1,402.3225098,8,1,2,2,0,2
78.799444,30.533944,1,6,1,402.3225098,8,1,2,1,0,2
78.822878,30.57585,1,8,3,425.473877,0,1,3,2,23,7
78.826139,30.584983,1,9,2,425.473877,0,1,3,4,29,7
78.808439,30.546808,1,7,2,401.9087219,0,1,3,1,0,7
78.821222,30.577639,1,4,1,425.473877,0,1,3,3,29,7
78.804861,30.547333,1,5,3,401.9087219,0,1,7,2,0,2
78.821,30.58275,1,4,3,425.473877,0,1,3,2,29,7
79.019444,30.620833,1,7,3,290.8265991,8,1,3,4,8,7
78.821194,30.580639,1,4,1,425.473877,0,1,3,2,29,7
78.985733,30.627214,1,5,1,310.4429016,8,1,3,3,0,7
78.996361,30.633361,1,4,2,310.4429016,0,1,3,2,0,7
78.990261,30.616511,1,3,1,310.4429016,16,1,3,2,8,7
78.783361,30.526444,1,7,1,402.3225098,0,1,2,2,0,2
78.808667,30.559917,1,5,3,425.473877,0,1,7,4,0,7
78.987806,30.631611,1,4,1,310.4429016,8,1,3,3,0,7
78.827578,30.586361,1,8,1,425.473877,0,1,1,3,36,7
78.800556,30.53625,1,8,1,401.9087219,8,1,2,1,0,2
78.815719,30.568161,1,7,1,425.473877,0,1,3,1,11,7
78.996944,30.62625,1,6,2,310.4429016,0,1,3,3,0,7
78.978417,30.634778,1,2,2,310.4429016,8,1,3,2,0,7
78.922018,30.409133,1,6,2,328.4247437,8,4,3,3,0,2
78.821056,30.582111,1,4,1,425.473877,0,1,3,2,29,7
78.82325,30.590694,1,5,1,425.473877,0,1,3,4,36,7
79.001731,30.636711,1,6,2,290.8265991,8,1,3,3,0,7
78.823361,30.5895,1,3,3,425.473877,0,1,3,2,36,7
78.997417,30.622272,1,3,3,310.4429016,8,1,3,2,0,7
78.990028,30.625667,1,3,1,310.4429016,0,1,3,2,0,7
78.916154,30.44132,1,5,1,328.4247437,11,1,3,3,0,7
78.773806,30.525722,1,6,3,402.3225098,0,1,2,2,0,2
78.790167,30.539389,1,6,1,402.3225098,8,1,7,2,8,2
78.781755,30.447696,1,8,3,351.8320923,23,1,7,1,0,2
78.818497,30.571078,1,8,2,425.473877,8,1,1,2,18,7
78.814417,30.568,1,4,1,425.473877,0,1,3,3,11,7
78.904122,30.468628,1,6,2,341.8362122,8,1,3,3,0,2
79.005306,30.416861,1,6,3,214.7346191,33,4,3,3,0,2
78.998417,30.628306,1,3,1,310.4429016,0,1,3,2,0,7
78.80525,30.556222,1,5,1,425.473877,0,1,7,3,0,7
78.812361,30.548722,1,6,2,401.9087219,8,1,3,3,8,7
78.988611,30.620389,1,5,1,310.4429016,11,1,3,3,0,7
78.805028,30.55575,1,4,1,425.473877,0,1,7,2,0,2
78.825278,30.586889,1,4,3,425.473877,0,1,3,3,36,7
78.789667,30.525417,1,2,3,402.3225098,0,1,2,2,0,2
78.809281,30.555064,1,9,3,425.473877,0,1,3,3,0,7
78.799417,30.538194,1,8,2,402.3225098,0,1,7,1,0,7
78.826139,30.584992,1,9,2,425.473877,0,1,3,4,29,7
78.802306,30.544861,1,5,1,401.9087219,0,1,7,3,0,7
78.8445,30.616222,1,4,1,398.1494751,0,1,3,3,69,7
79.035282,30.410662,1,5,1,214.7346191,11,4,7,2,0,2
78.825222,30.587028,1,4,1,425.473877,0,1,3,3,36,7
78.825694,30.587917,1,5,3,425.473877,0,1,3,2,36,7
78.8809,30.5478,0,2,2,396.1761169,32,1,3,1,63,2
78.8971,30.4772,0,6,2,368.7748413,18,1,3,1,8,7
79.0024,30.6047,0,4,1,290.8265991,18,1,1,1,8,7
78.7784,30.5122,0,9,3,402.3225098,16,1,3,1,16,7
78.9615,30.6252,0,4,1,310.4429016,29,1,3,1,16,7
78.9102,30.4337,0,8,3,328.4247437,8,1,3,1,0,2
78.9777,30.4791,0,5,1,263.5444336,56,1,3,2,43,2
78.8646,30.5581,0,6,3,406.9937134,43,1,3,1,56,2
78.9172,30.54,0,7,1,358.2956238,8,1,3,1,40,7
78.9795,30.5435,0,9,3,265.4912109,59,1,3,1,57,7
78.9756,30.517,0,4,3,265.4912109,65,1,3,1,47,7
78.9789,30.5854,0,3,3,277.0345459,43,1,3,1,24,7
78.9972,30.58,0,3,2,277.0345459,36,1,3,1,24,7
78.9739,30.5296,0,5,1,265.4912109,61,1,3,1,57,7
78.9083,30.4285,0,4,2,328.4247437,11,4,3,1,0,2
78.7785,30.5212,0,1,2,402.3225098,0,1,3,1,0,7
78.8118,30.6399,0,4,1,398.1494751,41,1,3,1,81,7
78.8875,30.4545,0,4,2,368.7748413,29,1,3,1,16,7
79.0347,30.534,0,3,3,262.6759338,40,1,3,1,23,2
78.8848,30.4775,0,3,3,368.7748413,26,1,3,1,8,7
78.9276,30.4396,0,9,2,328.4247437,8,1,3,1,0,7
78.976,30.4945,0,3,3,263.5444336,57,1,3,2,40,7
78.8452,30.5665,0,7,3,425.473877,26,1,3,2,41,7
78.8767,30.5537,0,10,1,406.9937134,41,1,3,2,65,2
78.9344,30.5654,0,8,3,372.962616,16,1,3,2,63,2
79.0226,30.435,0,7,3,214.7346191,34,4,3,2,0,2
78.9456,30.58,0,6,2,372.962616,26,1,3,2,46,7
78.7741,30.6311,0,9,1,397.6815796,26,1,3,2,77,2
78.9164,30.6217,0,6,1,353.7360229,8,1,3,2,65,2
78.9195,30.4801,0,4,1,341.8362122,0,1,3,2,0,2
78.9426,30.5524,0,4,3,372.962616,26,1,3,2,51,2
79.0409,30.5845,0,3,1,272.4987793,0,1,1,3,0,2
79.0076,30.566,0,10,3,272.4987793,29,1,3,3,18,7
78.9603,30.6205,0,6,1,310.4429016,29,1,3,3,16,7
78.9119,30.4099,0,3,3,328.4247437,0,4,3,3,0,6
78.9787,30.5015,0,8,1,265.4912109,59,1,3,3,41,7
79.0029,30.5704,0,4,3,272.4987793,33,1,3,2,18,7
78.93,30.4379,0,9,3,328.4247437,8,1,3,3,0,7
78.9927,30.5371,0,10,3,265.4912109,57,1,3,3,47,7
78.969,30.4334,0,5,1,257.2041626,41,1,3,3,11,7
78.9795,30.6198,0,5,3,310.4429016,18,1,3,3,0,7
78.9365,30.518,0,8,2,358.2956238,24,1,3,3,18,7
78.8492,30.4129,0,7,1,352.6805115,18,1,3,4,0,7
78.9531,30.4584,0,7,3,263.5444336,29,1,3,4,18,7
79.0218,30.6332,0,8,3,290.8265991,8,1,3,4,8,7
78.9887,30.6237,0,5,3,310.4429016,11,1,3,4,0,7
78.8975,30.6111,0,5,1,390.5203857,8,1,3,4,81,7
78.8,30.6058,0,5,1,397.6815796,29,1,1,4,48,2
79.0414,30.6218,0,9,3,290.8265991,23,1,3,4,23,7
78.9565,30.5399,0,5,3,265.4912109,36,1,3,4,47,7
78.9345,30.5944,0,9,3,372.962616,29,1,3,3,43,7
79.0376,30.4743,0,7,3,261.5297241,41,4,3,4,0,2
78.8875,30.4574,0,3,1,368.7748413,26,1,3,4,8,7
78.9045,30.4197,0,6,1,328.4247437,8,1,3,4,0,7
78.8539,30.4838,0,6,3,368.7748413,33,1,3,4,36,7
78.8672,30.6168,0,7,3,390.5203857,11,1,3,4,80,7
78.9789,30.5004,0,8,3,265.4912109,59,1,3,5,41,7
79.07582,30.459511,1,8,3,256.0808105,0,4,7,3,0,2
79.0805,30.516722,1,4,3,275.4779663,0,1,3,3,0,2
79.076547,30.449958,1,8,2,214.8284607,0,4,7,4,0,7
79.047255,30.578854,1,10,2,272.4987793,0,1,3,3,0,2
79.135935,30.496275,1,8,3,250.5184479,52,1,3,3,0,2
79.123107,30.573412,1,6,1,229.1377258,11,1,3,4,0,7
79.086168,30.483431,1,8,1,256.0808105,0,4,7,3,0,2
79.129037,30.514136,1,4,3,220.425766,29,1,3,2,0,7
79.075556,30.444333,1,8,1,214.8284607,0,4,1,2,0,6
79.306248,30.410087,1,5,3,207.8981018,0,4,3,3,0,7
79.098693,30.515345,1,9,1,275.4779663,11,1,3,3,0,2
79.07,30.4277,1,8,3,214.8284607,0,4,7,3,0,2
79.0719,30.4363,1,4,1,214.8284607,8,4,7,1,0,2
79.137111,30.481139,1,3,3,250.5184479,56,4,3,1,8,7
79.0616,30.5625,1,6,1,272.8385315,8,1,3,3,0,2
79.177128,30.602293,1,6,3,204.8778534,8,1,3,4,29,7
79.085442,30.556275,1,8,1,272.8385315,0,1,1,3,0,7
79.099886,30.533971,1,9,2,275.4779663,0,1,3,3,0,7
79.129417,30.565222,1,5,3,229.1377258,0,1,3,2,0,2
79.0741,30.4541,1,9,1,256.0808105,0,4,7,1,0,7
79.114083,30.497639,1,6,3,250.5184479,32,4,3,2,0,2
79.051139,30.57425,1,4,2,272.8385315,0,1,3,1,0,7
79.085297,30.488126,1,8,1,256.0808105,0,4,1,2,0,2
79.087907,30.494119,1,8,1,256.0808105,8,4,1,2,0,2
79.128272,30.548082,1,3,3,220.425766,11,1,3,2,0,2
79.202472,30.506167,1,9,2,211.2149963,54,1,3,3,16,7
79.08081,30.597803,1,5,1,272.8385315,0,1,3,3,0,2
79.206306,30.484222,1,6,1,205.9542236,48,1,3,4,0,2
79.085957,30.529505,1,4,3,275.4779663,8,1,3,3,0,2
79.086896,30.503752,1,4,1,275.4779663,8,4,7,2,0,2
79.060194,30.411583,1,8,1,214.8284607,0,4,3,2,0,2
79.158056,30.482111,1,8,1,207.9851074,68,1,3,3,8,7
79.153056,30.462861,1,9,1,207.9851074,54,4,3,2,26,7
79.192639,30.483306,1,9,2,207.9851074,49,1,3,2,0,7
79.140576,30.584129,1,5,3,229.1377258,8,1,3,2,0,2
79.16404,30.509472,1,7,1,218.5161285,58,1,3,3,0,7
79.130889,30.515583,1,5,1,220.425766,29,1,3,3,0,7
79.076694,30.455333,1,9,3,256.0808105,0,4,7,2,0,2
79.073194,30.525194,1,5,2,275.4779663,11,1,3,2,0,7
79.1985,30.494278,1,8,1,207.9851074,57,1,3,3,0,7
79.07694,30.458488,1,8,3,256.0808105,0,4,7,4,0,2
79.076056,30.451111,1,7,1,256.0808105,0,4,7,3,0,7
79.0761,30.45,1,7,1,256.0808105,0,4,7,1,0,7
79.143327,30.591829,1,5,1,229.1377258,8,1,3,3,0,7
79.12356,30.570134,1,5,3,229.1377258,11,1,10,3,0,2
79.083031,30.531963,1,5,1,275.4779663,8,1,3,3,0,2
79.0766,30.4419,1,8,3,214.8284607,0,4,7,3,0,2
79.120111,30.492278,1,8,3,250.5184479,40,4,3,3,8,7
79.151861,30.462111,1,4,1,207.9851074,54,4,3,1,26,7
79.083971,30.508879,1,3,3,275.4779663,0,1,1,2,0,7
79.099536,30.517598,1,9,1,275.4779663,11,1,3,4,0,2
79.289111,30.438861,1,7,1,209.9333191,8,1,2,4,0,7
79.194,30.4096,0,3,1,207.1051331,0,4,3,1,8,7
79.0786,30.4171,0,3,2,214.8284607,18,4,3,1,0,2
79.279,30.4743,0,4,2,206.9594727,11,1,3,1,8,7
79.1365,30.6331,0,6,1,221.0669403,36,1,5,1,33,7
79.3136,30.599,0,3,3,203.8176422,26,1,5,1,115,1
79.275,30.4371,0,8,3,209.9333191,8,1,3,1,11,7
79.2661,30.4281,0,2,3,209.9333191,18,4,3,1,8,7
79.048,30.5643,0,2,1,272.4987793,8,1,3,1,8,7
79.2697,30.5282,0,5,1,215.0958862,0,1,3,1,43,7
79.1938,30.5148,0,9,1,218.5161285,65,1,3,1,23,7
79.1482,30.6008,0,4,1,221.0669403,11,1,3,1,0,7
79.1563,30.4187,0,2,2,207.1051331,40,4,3,1,24,7
79.2281,30.6291,0,3,1,198.0310516,16,1,3,1,83,7
79.2948,30.6009,0,9,3,195.6909485,24,1,5,1,113,2
79.1521,30.5165,0,6,1,218.5161285,47,1,4,1,0,7
79.2055,30.4951,0,10,1,205.9542236,49,1,3,1,0,7
79.1038,30.4779,0,2,1,250.5184479,24,4,7,1,16,2
79.1763,30.4415,0,9,1,207.1051331,26,4,3,1,33,7
79.3042,30.5408,0,4,3,212.9530182,40,1,3,1,59,2
79.2052,30.4319,0,4,3,209.2314453,0,4,3,1,16,7
79.2576,30.6041,0,7,3,195.6909485,11,1,4,2,106,7
79.0681,30.6059,0,3,3,282.5173035,18,1,3,2,0,7
79.1149,30.6353,0,6,3,221.0669403,11,1,3,2,47,7
79.2083,30.5763,0,4,1,217.9743958,33,1,3,2,59,7
79.2838,30.4986,0,5,1,206.9594727,18,1,3,2,16,7
79.1429,30.5828,0,5,1,229.1377258,0,1,3,2,8,2
79.2981,30.5075,0,5,1,215.0958862,32,1,3,2,26,7
79.2382,30.6023,0,7,1,198.0310516,8,1,3,2,82,7
79.1722,30.6072,0,6,3,204.8778534,8,1,3,2,23,7
79.1239,30.5997,0,5,1,229.1377258,29,1,3,2,16,7
79.2367,30.4778,0,5,3,205.9542236,18,1,3,2,8,7
79.1547,30.5377,0,10,1,218.5161285,34,1,3,2,16,7
79.0756,30.5561,0,3,1,272.8385315,8,1,3,2,8,2
79.1159,30.5408,0,8,1,220.425766,0,1,3,2,0,2
79.2378,30.5671,0,3,1,217.9743958,29,1,5,2,74,6
79.2137,30.4867,0,5,1,205.9542236,40,1,3,2,0,7
79.2883,30.5008,0,4,3,215.0958862,26,1,3,1,16,7
79.2669,30.5877,0,10,3,209.9636993,29,1,3,2,106,2
79.1716,30.6402,0,4,3,204.8778534,16,1,3,2,47,2
79.1372,30.5969,0,5,1,229.1377258,18,1,3,2,8,7
79.1406,30.559,0,8,1,229.1377258,11,1,3,2,8,7
79.0858,30.5705,0,9,3,272.8385315,0,1,3,3,0,2
79.1414,30.6174,0,4,1,221.0669403,29,1,3,1,18,7
79.2458,30.5586,0,7,3,217.9743958,18,1,5,2,69,2
79.1574,30.6022,0,3,3,204.8778534,16,1,3,3,11,7
79.2956,30.5201,0,5,3,215.0958862,24,1,3,3,32,7
79.2905,30.4375,0,8,3,209.9333191,8,1,2,3,0,7
79.1678,30.5948,0,9,1,225.8142853,0,1,1,3,18,7
79.2711,30.4324,0,3,3,209.9333191,11,1,3,3,16,7
79.1663,30.5418,0,3,1,218.5161285,40,1,3,3,24,7
79.2969,30.5808,0,2,1,209.9636993,40,1,5,3,97,2
79.1171,30.4849,0,2,1,250.5184479,32,4,3,3,8,2
79.2034,30.5803,0,4,3,217.9743958,24,1,3,3,49,7
79.1477,30.5695,0,8,3,229.1377258,8,1,3,3,11,7
79.0909,30.596,0,8,1,272.8385315,8,1,3,3,8,7
79.1816,30.4367,0,3,2,207.1051331,23,4,3,3,34,7
79.2378,30.6032,0,8,1,198.0310516,8,1,3,3,82,7
79.2081,30.6394,0,8,1,198.0310516,18,1,3,3,74,7
79.2891,30.4804,0,4,3,206.9594727,29,1,3,3,0,7
79.0893,30.6386,0,5,3,282.5173035,8,1,3,3,29,7
79.1608,30.5443,0,6,2,218.5161285,40,1,3,3,24,7
79.0913,30.6385,0,5,1,282.5173035,8,1,3,4,29,7
79.126,30.6038,0,9,1,221.0669403,26,1,3,4,23,7
79.2891,30.623,0,7,2,195.6909485,0,1,4,4,137,7
79.1983,30.4649,0,3,1,207.9851074,33,1,3,4,11,7
79.045,30.62,0,10,1,290.8265991,23,1,3,4,23,7
79.1961,30.5342,0,7,3,218.5161285,65,1,3,4,34,7
79.141,30.4305,0,5,3,201.0525208,57,4,3,4,11,7
79.2585,30.5477,0,5,1,215.0958862,0,1,3,4,69,7
79.2903,30.5211,0,8,3,215.0958862,24,1,3,4,40,7
79.2783,30.5475,0,4,3,215.0958862,11,1,3,4,65,7
79.2562,30.5426,0,3,3,215.0958862,8,1,3,4,61,7
79.1484,30.5883,0,6,3,229.1377258,8,1,3,4,0,2
79.1738,30.5462,0,9,1,218.5161285,40,1,3,4,33,7
79.3065,30.5426,0,8,1,212.9530182,40,1,5,4,59,2
79.1729,30.6012,0,5,1,204.8778534,0,1,3,4,18,7
79.223,30.5082,0,8,1,211.2149963,40,1,3,5,16,7
79.297,30.5295,0,5,3,215.0958862,32,1,3,5,49,6
79.49,30.51,1,9,2,216.5034485,8,4,4,3,0,7
79.484028,30.487083,1,10,3,213.0438232,11,4,3,4,0,7
79.5,30.51,1,7,1,216.5034485,11,4,3,4,8,7
79.514278,30.531694,1,10,2,201.5682831,0,1,3,3,0,7
79.504,30.528583,1,4,2,201.5682831,0,1,7,2,0,7
79.512119,30.471929,1,8,1,200.0291595,40,4,3,3,29,7
79.479722,30.473167,1,10,2,213.0438232,11,4,3,2,8,7
79.503721,30.475894,1,10,2,200.0291595,29,4,3,3,18,7
79.385444,30.40725,1,10,3,213.2439117,8,4,3,2,0,7
79.513361,30.531333,1,9,2,201.5682831,8,1,3,3,0,6
79.428917,30.450806,1,8,1,217.783844,0,4,3,3,0,7
79.459111,30.471778,1,8,1,213.0438232,11,4,3,3,0,7
79.47925,30.486361,1,10,2,213.0438232,8,4,3,2,0,7
79.553417,30.626417,1,3,3,152.989502,0,1,4,4,0,7
79.570742,30.562297,1,10,1,179.6617126,0,1,1,3,0,7
79.569294,30.6055,1,4,1,152.989502,8,1,4,2,0,7
79.551111,30.629806,1,4,2,152.989502,0,1,4,3,0,7
79.374306,30.432861,1,7,3,213.2439117,24,4,3,1,0,2
79.51272,30.470676,1,8,3,200.0291595,40,4,3,4,29,7
79.452028,30.466,1,10,3,213.0438232,8,4,3,2,0,2
79.459348,30.472105,1,8,3,213.0438232,11,4,3,4,0,7
79.471139,30.48325,1,9,3,213.0438232,0,4,3,4,0,7
79.485306,30.486778,1,10,2,213.0438232,11,4,3,4,0,2
79.56908,30.56344,1,6,3,179.6617126,0,1,1,4,0,7
79.458944,30.474222,1,7,3,213.0438232,8,4,3,4,0,7
79.49,30.52,1,5,3,216.5034485,0,4,7,3,0,7
79.457206,30.465065,1,10,3,213.0438232,8,4,3,2,0,7
79.501917,30.531889,1,3,1,201.5682831,8,1,1,1,0,2
79.430642,30.458365,1,9,1,217.783844,8,4,1,2,0,7
79.48159,30.489193,1,7,3,213.0438232,8,4,3,4,0,6
79.429504,30.448397,1,8,2,288.4797058,0,4,3,3,0,7
79.510417,30.530167,1,9,2,201.5682831,8,1,1,3,0,6
79.504369,30.474216,1,2,3,200.0291595,29,4,3,2,18,7
79.485306,30.504417,1,9,1,216.5034485,0,4,4,3,0,2
79.3616,30.6253,0,4,1,275.9859009,29,1,5,1,144,1
79.3727,30.6194,0,7,1,275.9859009,23,1,3,1,137,1
79.4353,30.5412,0,10,2,218.5300293,46,1,7,1,41,7
79.4426,30.5158,0,3,1,218.5300293,34,1,7,1,36,7
79.4449,30.5885,0,7,1,187.4927216,59,1,7,1,65,6
79.4087,30.4907,0,5,3,217.783844,11,4,3,1,40,7
79.4303,30.5315,0,5,3,218.5300293,34,1,7,2,48,7
79.3447,30.5926,0,6,1,203.8176422,32,1,3,1,119,2
79.5191,30.52,0,9,1,201.5682831,11,1,3,1,0,2
79.4143,30.4938,0,3,3,217.783844,8,4,3,1,34,2
79.4622,30.5918,0,5,1,186.1597137,74,1,5,1,59,1
79.3435,30.5421,0,3,1,212.9530182,11,1,3,1,74,7
79.4177,30.4683,0,2,3,217.783844,0,4,3,1,11,7
79.5,30.4695,0,8,1,213.0438232,34,4,3,1,23,7
79.5088,30.5536,0,4,1,178.0269775,18,1,5,1,18,7
79.5092,30.4726,0,9,3,200.0291595,34,4,3,1,26,7
79.3982,30.5882,0,7,3,201.7599182,16,1,7,1,98,2
79.4014,30.4396,0,4,3,288.4797058,18,4,3,1,18,7
79.386,30.4144,0,6,1,213.2439117,0,4,3,1,0,2
79.3548,30.5388,0,7,3,217.3690643,0,1,3,1,86,7
79.4545,30.6046,0,5,1,202.6784973,65,1,7,2,77,2
79.58,30.5941,0,1,3,179.6617126,11,1,3,2,8,2
79.3449,30.541,0,3,3,212.9530182,8,1,3,2,80,7
79.5031,30.5179,0,2,1,201.5682831,8,4,3,2,0,7
79.3326,30.5925,0,7,1,203.8176422,40,1,5,2,112,1
79.4045,30.4425,0,3,3,288.4797058,24,4,3,2,16,7
79.333,30.5597,0,6,1,203.8176422,29,1,3,2,83,2
79.4715,30.4563,0,8,1,213.0438232,23,4,3,2,11,7
79.5763,30.594,0,10,1,179.6617126,8,1,3,2,0,2
79.5333,30.5572,0,5,3,178.0269775,0,1,7,2,0,2
79.5445,30.4685,0,10,1,200.0291595,65,4,1,2,32,7
79.4589,30.4601,0,3,3,213.0438232,16,4,3,2,8,7
79.3582,30.5814,0,9,3,201.7599182,23,1,3,2,116,2
79.397,30.5869,0,10,3,201.7599182,16,1,7,2,98,2
79.5221,30.442,0,8,3,215.4567566,68,4,3,2,51,7
79.3615,30.613,0,4,3,275.9859009,23,1,5,2,139,1
79.4854,30.4242,0,7,1,218.5420227,52,4,3,2,47,7
79.4521,30.4434,0,2,1,218.5420227,18,4,3,2,18,7
79.4591,30.5858,0,6,3,186.1597137,74,1,5,2,59,2
79.3491,30.5789,0,6,3,203.8176422,29,1,3,2,112,2
79.5695,30.4929,0,9,2,200.550415,47,1,3,2,26,7
79.492,30.5291,0,3,3,216.5034485,11,1,7,2,0,7
79.3788,30.6403,0,5,1,275.9859009,33,1,5,2,133,1
79.5809,30.5797,0,8,3,179.6617126,8,1,3,2,8,2
79.5309,30.5526,0,9,1,178.0269775,8,1,5,2,0,7
79.3737,30.5314,0,9,1,217.3690643,11,1,7,2,89,7
79.4738,30.632,0,5,3,202.6784973,47,1,5,3,47,1
79.4213,30.6211,0,7,3,254.7893372,36,1,5,2,101,2
79.5144,30.6394,0,2,2,198.0166626,11,1,4,2,11,7
79.5496,30.564,0,2,1,178.0269775,0,1,3,3,0,7
79.4613,30.5015,0,5,1,216.5034485,16,4,7,2,18,7
79.5781,30.5829,0,7,3,179.6617126,0,1,3,3,0,2
79.4001,30.5748,0,5,1,187.4927216,16,1,7,3,90,7
79.5237,30.6215,0,4,1,198.0166626,18,1,4,3,18,7
79.5163,30.4524,0,8,3,200.0291595,57,4,3,3,46,7
79.4273,30.631,0,5,1,254.7893372,47,1,5,3,90,1
79.321,30.6151,0,9,3,280.4174805,18,1,4,3,133,2
79.4801,30.464,0,8,1,213.0438232,26,4,3,4,18,7
79.3827,30.4872,0,8,3,215.4035339,16,4,3,2,43,7
79.5232,30.4143,0,4,3,215.4567566,43,4,3,3,57,7
79.3413,30.5619,0,5,1,203.8176422,29,1,3,3,94,2
79.3345,30.6211,0,7,1,280.4174805,18,1,5,3,143,1
79.5009,30.5987,0,4,3,178.0269775,52,1,3,3,41,2
79.5154,30.5441,0,6,3,201.5682831,0,1,5,4,0,2
79.3606,30.537,0,6,3,217.3690643,0,1,7,4,92,2
79.3503,30.5276,0,4,3,217.3690643,8,1,3,4,69,7
79.5135,30.4446,0,8,1,215.4567566,57,4,3,4,47,7
79.3695,30.5389,0,9,1,217.3690643,8,1,7,4,97,7
79.3726,30.5816,0,4,3,201.7599182,8,1,3,4,115,2
